@relation tweets

@attribute Document string
@attribute Slang {yes,no}

@data
'Its like chirstmas !',no
'@nbcsnl does it again #TheBeygency http://t.co/6EQJKzaH3Q (special thnx to @nina_veronique for bringing this into my life)',no
'Someone save me and offer me plans for tonight plz and thnx',no
'@I_Daniella_I im fine dear thnx ;) my weekend was beautiful.And u weekend dear ?',no
'@MrRigginss thnx you.',no
'@Plasmatico18 sorry I know it was a little long. Thnx for the RT.',no
'@iamLillysDaddy thnx for advice. Appreciated',no
'It may seem wrong 2 not havtime 4💒bt we go give our thanks even if it\'s not 4the fullservice Bc we giv thnx all the time not just on Sundays',no
'@SisselaMatzner could be a comedy? Haha I\'m good thnx, working hard but enjoying the bank holiday. Hope Edinburgh good?',no
'@iAmJulkeyz thnx for helping 2 make rollercoaster love u',no
'@StuartAllenFCMI thnx for the follow',no
'Thnx 4 follow @denversasquad2: http://t.co/DV2aiXfzgm &amp;/or http://t.co/YPQjs3y2Xi via http://t.co/8ncC2ufDxA',no
'@UK_RTB thnx for the follow',no
'@Jen_s_2013 @maggiehenry204 @KBuddyK @LuWaynea @hertscon53 @MishaLawless awwww thnx!',no
'@filter_ella Lol ppl tel DT .. ',yes
'n yeh IF its a compli I vud like to say thnx :)',?
'@UrBoiBaker thnx bb',no
'@nectarbusiness thnx for the follow',no
'Let\'s have some fun... with Arthur thnx Marie for the edit xx http://t.co/g5nNKEamAb',no
'Thnx @CristinaGibson &amp; @foxandfriends for the #CVSNuance Mother\'s Day guide! http://t.co/elWjtQGUHW',no
'@RealDeepikaS_  Hey..thnx for retweet i knw u hve care nd luv for all...Hope God bless u all that u want nd Specially OSCAR..Keep Smiling...',no
'@LOvaticAlwaysL @StAyCy_LoLLiPoP Nah..not more than u .....but, thnx !!',yes
'@UpdegraffCollin thnx for the follow:)',no
'let\'s start with a bit of gentleness.... Father and son thnx Marie for the edit xx http://t.co/wqkIxNii53',no
'@dreamerpbg1 SALUTE FRM s FLA b sure to #PRESSPLAY RT new #elchapo THNX http://t.co/eTxfFLVlW2',no
'@sophielovesabby thnx bb😇',no
'@annAwsumm thnx hun',no
'Guys Please Go Follow @MobsGraphics ! He makes FREE Graphics! And Be Sure To Give Him ShoutOut Too Also Please RT And FV This Tweet! Thnx :D',no
'to whomever was fucking on the upper fields: please stop and get a room ',no
'thnx luv delanz and madz ',yes
'@Maddie_Arnold4 http://t.co/JGY8XmhQ7P',?
'@christinadinat thnx gurlie',no
'@LauraRay2211 thnx for the follow Laura, ur very cute xxx',no
'It\'s the 3rd day of nice weather &amp; there are already WAY too many wasps for my liking. I will take the 65 degree weather &amp; no wasps. Thnx. 🙅',no
'Thnx bbe :* “@POT_OF_BEANS: Still??! Sorry hun Yogy_Bear_: This headache s frm hell, since yesterday ahn ahn kilode :|�?',no
'@_measure thnx fr the follow britney',no
'@zaynmalik UR SUCH AN ANGEL !! OMG I LOVE YOU SOOOO MUCH THNX FOR THE BEST 4 YEARS U GAVE US IWISH U BE HAPPY FOREVER http://t.co/OAcTxDfmQG',yes
'Indeed ♥ thnx poppets!_RT @Maizuur29: Blissful weekend with my angels @H0tt_mess &amp; @Lee_M_16 ♡',no
'@chel_roberts Ahh she is the cutest thing ever, just want to bite her! I\'m fine, thnx just getting fat :-( Hows u? X',no
'@dOnTtRiPp_PlBdS SALUTE FRM s FLA b sure to PRESSPLAY RT RT #elchapo THNX http://t.co/eTxfFLVlW2',no
'thnx for the list mali u babe',no
'You look more evil with dark hair. Jeez thnx',no
'5 hours, 50 miles on the bike, 5 boroughs. My tank is full. Thnx @bikenewyork #TDFBBT for great ride #CityBikeWeek http://t.co/Na2tMtGbER',no
'@DJVadim had plenty o\' russian percusion pumpin in my ears as i painted dis... Thnx Vadim ;) http://t.co/B60qJAv7TU',no
'@JoanHenry7 Thnx, it\'s Etape Caledonia starting in Pitlochry, quite hilly! will keep the brakes off most of the time!',no
'@Simranahuja97 thnx for likin it simran.. It wuz an experiment been wantin to do it for so long ..Challo if itz appreciated I am a happy gal',no
'@write2kill sir wht wud b the mechanism?? is it pragmatic?? how to keep track of so many ppl??  ur views abt IMDT act! thnx ;-)@waglenikhil',no
'@zaynmalik thnx for the new reaction picture',no
'@Tybelo hey! I miss u loads n thnx for caring so much for me wen I was sick...♥',no
'@leecthulhu6 @smartie1uk @Tat2dMedusa1 @M6NSTER @jencat420 Awesome tracks!!.. Thnx:)',no
'@MiiszSig @Ritmoreal hopi thnx... all out',no
'Hope so :) your name is funny i mean the second part even i\'m against making fun of mental illness. — Thnx :) http://t.co/0bdXw9V9UI',no
'@WhyNotMeem thnx�?�',no
'@Desireeutility thnx bb u shouldnt have',no
'@lydiaa5712 I choose to be. thnx tho',no
'Hello @demidirtygirl @kik420 @PeepingWindow. Thnx for following me. Enjoy my tweeted pics of me in action x via http://t.co/RITBTQaWYA',no
'@CarminaPoetry @RoundhouseLDN Sry I had to run back to Nottingham! Would have loved to stay and talk more! Thnx @beveryquiet 4 inviting me!',no
'“@PrettyRikki08: @Kristie_Luve u look on instagram?? She not on twitter�? thnx lol',yes
'I\'m horny now thnx',yes
https://t.co/6OYjUbDaLX,?
'@zehna_18 thnx�?�',no
'@LOvaticAlwaysL @StAyCy_LoLLiPoP Aww...thnx ! I love ya hon !',yes
'“@zaynmalik: Fuck !!�? New reaction picture thnx',no
'first time zayns been on in 2 days and all he says is fuck ok thnx',no
'@hugwithelyar thnx :) and congrats &lt;3',no
'thnx so much guys for the paranoia xo',no
'@ABdeVilliers17 thnx to u sir..from all the @RCBTweets fans around the world..ur best show so far...all the best fr future..proud of u',no
'@CliffordxCuddle �?😙😙 thnx booo',no
'@BBCR1 lol can you play any blink-182 song thnx',yes
'@emerayee oh &amp; thnx booboo 😘',no
'Wat a crazy weekend at Centurion(Eco Park Estates) thnx to@Bonolo_dee and @Cuttie018 ☺☺',no
'@abbieconnaughty my mom said it makes her wanna cry thnx mom',no
'Had a meagan GOOD TIME atmosphere settin\' w/ my team 2day at St. John Downtown. Thnx a milli family… http://t.co/8fpNV1iK7l',no
'Thnx phone 4 updating my snapchat app without my permission. This sucks',no
'THNX FOR RUINING MY DAY ZACK',no
'Thnx @5PiecesGallery @worldarts @MaddieCasto for the #followlove! Make sure to like us on Facebook /eurekasuitcase to hear what\'s coming up',no
'G guys thnx... I love sitting on the couch ALL day. FUN TIMES',no
'Stop this! Infront a mi face *bawls* lol RT @EastGirl876: Thnx mami!! *biggest hug* RT @Elvajamaica: EastGirl876 muah! Happy Sunday chica',yes
'@TNPerkins4 Oh!!! Got it! Thnx!!!',no
'WHO?  Hope u all meet that special one, if u haven\'t already.  Thnx for following me. https://t.co/yUsoO9RM3T',no
'Soccer News: Soccer Sunday: Your Running Commentary: Chelsea look to stay alive in the English Pr... http://t.co/a2qZI0GMJI thnx to Ives',no
'@zaynmalik we have a new reaction for everything now thnx',no
'“@NickRoliz: Thank you @kianamnq for the shift, I hella wanted to work today! 😒😞�?  ay yw! Just looking out for you is all lol jk thnx nick �?',yes
'ok so i have one dm.....  I think my bf is bored sometimes. i really and truly dont know what to do. i want some fun ideas please! thnx',no
'@biebergodlys lub eht thnx much lub',no
'NBA Playoffs: 4th May 2014 http://t.co/GM9EbjvZYp',no
'BONOBO MAKES YOUR DAY 10x BETTER',no
'That 10x Kamehameha decimated that shadow dragon',no
'@Beemill81 I\'m watching these chicks warm up, and they are 10x better than me. Ugh this isn\'t gonna be fun.',no
'@Fredwreck_ boy that shit made my headache 10x worst lol',yes
'the lib here needs to be like 10x bigger',no
'@King__Mentality omg you said What are you about to do? and You\'re at who\'s house? Like 10x. And I kept answering but you kept asking😂😂',yes
'#NASCAR #teamjjff #jjfans #se7en I just need 20 ppl to vote for me 10x each at http://t.co/hUTI9YHD1G to be in the lead! Help me out folks!',no
'“@abbbsterrrs: Asian horror movies are 10x scarier than any American horror film.�?',no
'Build to Scale to Billions or at least Millions of X. Aim for 10x  improvement not 10\%. #businessTransformation',no
'@AGirlNamedGoo_ hahahaha! Thanks tori!!! That makes that pic even 10X better!',no
'Asian horror movies are 10x scarier than any American horror film.',no
'Pretty sure I listen to this album 10x a day.�?� #golden @wearephoenix http://t.co/QYnjC7R0mI',no
'My life would be 10x better if my house had wifi',no
'Actually...better yet I\'m craving the beach with some pineapple and Malibu. Sounds 10x better �?😎👌☀�?🌴',no
'“@sorryimalex: @JackJackJohnson haha faggot�? yet he could get 10x more girls than you WHOops',no
'Samsung’s Galaxy K Zoom smartphone packs a 20 megapixel camera and 10x zoom lens http://t.co/dGMl6XTuu5 #photography #tech',no
' I will respect you 10x more if you say what you have to say to me to my face other than to someone else.. Fake people don\'t do real shit',no
'Having the worst possible day, and work is it making it 10x worst.',no
'Pro-Israel Groups Split on Sen. Rand Paul’s Defund PLO Legislation http://t.co/P16yEdKqsF',no
'I Thought I Was Difficult But My Moms 10x More Difficult Then I Am 😩😂',no
'Walk like a sucka 🚶 Talk like ah sucka 10x outta 10 you ah mf sucka �?',no
'wwat or one direction just grew up and got 10x hotter thx',no
'Life 😩 RT @Belovedzapata: Me rn RT “@LETyourSCARheal: Bitches are 10x more crazy when their sexually frustrated.�?�?',no
'sometimes the Instrumentals are 10x better than the actual song',no
'@zaynmalik DO YOU KNOW THE MAGIC TRICK ? GO ON MY ACC, TAP MY FOLLOW BUTTIN AND BAAAM U MADE ME THE HAPPIEST GIRL IN THE WORLD ♡10x',no
'This weather got me feeling 10x more happier',no
'Puking after leg day is 10x worse then throwing up after a night of drinking.',no
'Customer service=problem solving. Ikea the lady helping the man in front of me  cost you $1500.00 imagine if she does that 10x a day. #ijs',no
'This whole ignoring game isn\'t working, I can play this game 10x better.',no
'@OfficialRebko No. Windows 8 sucks, Windows 7 is 10x better.',no
'Me rn RT “@LETyourSCARheal: Bitches are 10x more crazy when their sexually frustrated.�?',no
'This isn\'t exactly how I planned on spending my first mothers day but oh well next year will be 10x better hopefully',no
'@tracyannhowe I\'m ok thanks, it\'s weird but sometimes when you have too many possibly good options it just makes everything 10x harder!!!',no
'Bitches are 10x more crazy when their sexually frustrated.',no
'10X 9W E27 Home Energy Saving Bright LED 3 x 3W Light Lamp Bulbs Cool White T11 - Full read by eBay: Price 29.99... http://t.co/CTxY1sFx9h',no
'10x LED E27/GU10 15W White Light Bulb 5x3W Super Bright Spotlight Downlight Home - Full read by eBay: Price 18.5... http://t.co/PlKoj6ULLG',no
'10x LED E27/GU10 15W White Light Bulb 5x3W Super Bright Spotlight Downlight Home - Full read by eBay: Price 18.5... http://t.co/50jqQvcCXE',no
'@cathalkelly do us a favour and ask about Fields 10x at the after-game press conference.',no
'#10XPhoto 10X ing all forms of media simultaneously . @GrantCardone http://t.co/cbalE9ite3',no
'Games with Doc and Eddie are 10x better.',no
'#Casio EX-H10 12Mp #Digital #Camera with 10X Optical Zoom and 3.0 Inch LCD http://t.co/GEdkXPfgrH  #digitalcamera #deals',no
'“@ama_liab: Food after a run tastes 10x better�? totally!',no
'3000m W @Diamond_League Doha consists of 10x KEN, 5x ETH, 3x BRN (all born in ETH) + 1 ITA pacemaker (born in HUN) http://t.co/92LNwN0rJT',no
'@khatte_ 10x better http://t.co/56ms2yk9xC',no
'Food after a run tastes 10x better',no
'@irlbbygrl WA I T RLLY OMG DIES 10X',yes
'Never seen him , so make my first time seeing him 10x special �?💕 http://t.co/8U82zNV4Zy',no
'this essay is taking me 10x longer than it should',no
'I watched this like 10x 💦 https://t.co/3GjCuIbXe0',no
'I heard Iggy Azalea\'s Fancy for the first time on Friday. I\'ve literally heard it like 10x since then.',no
'Why be someone else ; nobody likes a copy. Originality is worth 10x more.',no
'Water with lemon &amp; mint leaves is my new addiction. Soo damn good. I\'m sure it\'s 10X better with vodka tho. 💦💦💦',no
'I\'m starting to see why everyone loves #5sos.I\'m going to try to like them cause they friends with 1D.but I will always love 1D 10x more. ♥',no
'My Sunday just got 10x better with this Law and Order SVU marathon �?🙌',no
'Feeling 10x better',no
'@Zaynmalik that in itself jut made my day 10x better',no
'#Prom2K14 last night http://t.co/2VFbuYkRbm',no
'NEXT 5 TO RT--&gt; https://t.co/AZOl0SaqKC GET 10X ENTRY!',no
'I thought seeing people I have class with at the beach was awkward but seeing Mr Dent is 10x worse.',no
'SHUTUP ABOUT WHAT PEOPLE ARE WEARING THEY\'RE 10x BETTER THAN UR FUCKING OUTFIT.',no
'The fact that there\'s a new @ERBofHistory tomorrow has mad my week 10x better',no
'i love one direction and 5sos but i love one direction 10x more and 5sos fans are really getting on my nerves tbh',yes
'Everybody go vote for @nascargurly48 @ http://t.co/e4lrDWY3XC. Vote 10x Daily! Please and thank you!!!',yes
'My bed is on the ground now. I\'m about to get 10x lazier #uhoh',yes
'NBA Playoffs: 4th May 2014 http://t.co/GM9EbjvZYp',no
'BONOBO MAKES YOUR DAY 10x BETTER',yes
'That 10x Kamehameha decimated that shadow dragon',yes
'@Beemill81 I\'m watching these chicks warm up, and they are 10x better than me. Ugh this isn\'t gonna be fun.',yes
'@Fredwreck_ boy that shit made my headache 10x worst lol',yes
'the lib here needs to be like 10x bigger',yes
'@King__Mentality omg you said What are you about to do? and You\'re at who\'s house? Like 10x. And I kept answering but you kept asking😂😂',yes
'#NASCAR #teamjjff #jjfans #se7en I just need 20 ppl to vote for me 10x each at http://t.co/hUTI9YHD1G to be in the lead! Help me out folks!',yes
'“@abbbsterrrs: Asian horror movies are 10x scarier than any American horror film.�?',yes
'Build to Scale to Billions or at least Millions of X. Aim for 10x  improvement not 10\%.#businessTransformation',yes
'@AGirlNamedGoo_ hahahaha! Thanks tori!!! That makes that pic even 10X better!',yes
'Asian horror movies are 10x scarier than any American horror film.',yes
'Pretty sure I listen to this album 10x a day.�?� #golden @wearephoenix http://t.co/QYnjC7R0mI',yes
'My life would be 10x better if my house had wifi',yes
'Actually...better yet I\'m craving the beach with some pineapple and Malibu. Sounds 10x better �?😎👌☀�?🌴',yes
'“@sorryimalex: @JackJackJohnson haha faggot�? yet he could get 10x more girls than you WHOops',yes
'Samsung’s Galaxy K Zoom smartphone packs a 20 megapixel camera and 10x zoom lens http://t.co/dGMl6XTuu5 #photography #tech',yes
' I will respect you 10x more if you say what you have to say to me to my face other than to someone else.. Fake people don\'t do real shit',yes
'Having the worst possible day, and work is it making it 10x worst.',yes
'Pro-Israel Groups Split on Sen. Rand Paul’s Defund PLO Legislation http://t.co/P16yEdKqsF',no
'I Thought I Was Difficult But My Moms 10x More Difficult Then I Am 😩😂',yes
'Walk like a sucka 🚶 Talk like ah sucka 10x outta 10 you ah mf sucka �?',yes
'wwat or one direction just grew up and got 10x hotter thx',yes
'Life 😩 RT @Belovedzapata: Me rn RT “@LETyourSCARheal: Bitches are 10x more crazy when their sexually frustrated.�?�?',yes
'sometimes the Instrumentals are 10x better than the actual song',yes
'@zaynmalik DO YOU KNOW THE MAGIC TRICK ? GO ON MY ACC, TAP MY FOLLOW BUTTIN AND BAAAM U MADE ME THE HAPPIEST GIRL IN THE WORLD ♡10x',yes
'This weather got me feeling 10x more happier',yes
'Puking after leg day is 10x worse then throwing up after a night of drinking.',yes
'Customer service=problem solving. Ikea the lady helping the man in front of me  cost you $1500.00 imagine if she does that 10x a day. #ijs',yes
'This whole ignoring game isn\'t working, I can play this game 10x better.',yes
'@OfficialRebko No. Windows 8 sucks, Windows 7 is 10x better.',yes
'Me rn RT “@LETyourSCARheal: Bitches are 10x more crazy when their sexually frustrated.�?',yes
'This isn\'t exactly how I planned on spending my first mothers day but oh well next year will be 10x better hopefully',yes
'@tracyannhowe I\'m ok thanks, it\'s weird but sometimes when you have too many possibly good options it just makes everything 10x harder!!!',yes
'Bitches are 10x more crazy when their sexually frustrated.',yes
'10X 9W E27 Home Energy Saving Bright LED 3 x 3W Light Lamp Bulbs Cool White T11 - Full read by eBay: Price 29.99... http://t.co/CTxY1sFx9h',yes
'10x LED E27/GU10 15W White Light Bulb 5x3W Super Bright Spotlight Downlight Home - Full read by eBay: Price 18.5... http://t.co/PlKoj6ULLG',yes
'10x LED E27/GU10 15W White Light Bulb 5x3W Super Bright Spotlight Downlight Home - Full read by eBay: Price 18.5... http://t.co/50jqQvcCXE',yes
'@cathalkelly do us a favour and ask about Fields 10x at the after-game press conference.',yes
'#10XPhoto 10X ing all forms of media simultaneously . @GrantCardone http://t.co/cbalE9ite3',yes
'Games with Doc and Eddie are 10x better.',yes
'#Casio EX-H10 12Mp #Digital #Camera with 10X Optical Zoom and 3.0 Inch LCD http://t.co/GEdkXPfgrH  #digitalcamera #deals',yes
'“@ama_liab: Food after a run tastes 10x better�? totally!',yes
'3000m W @Diamond_League Doha consists of 10x KEN, 5x ETH, 3x BRN (all born in ETH) + 1 ITA pacemaker (born in HUN) http://t.co/92LNwN0rJT',yes
'@khatte_ 10x better http://t.co/56ms2yk9xC',yes
'Food after a run tastes 10x better',yes
'@irlbbygrl WA I T RLLY OMG DIES 10X',yes
'Never seen him , so make my first time seeing him 10x special �?💕 http://t.co/8U82zNV4Zy',yes
'this essay is taking me 10x longer than it should',yes
'I watched this like 10x 💦 https://t.co/3GjCuIbXe0',yes
'I heard Iggy Azalea\'s Fancy for the first time on Friday. I\'ve literally heard it like 10x since then.',yes
'Why be someone else ; nobody likes a copy. Originality is worth 10x more.',yes
'Water with lemon &amp; mint leaves is my new addiction. Soo damn good. I\'m sure it\'s 10X better with vodka tho. 💦💦💦',yes
'I\'m starting to see why everyone loves #5sos.I\'m going to try to like them cause they friends with 1D.but I will always love 1D 10x more. ♥',yes
'My Sunday just got 10x better with this Law and Order SVU marathon �?🙌',yes
'Feeling 10x better',yes
'@Zaynmalik that in itself jut made my day 10x better',yes
'#Prom2K14 last night http://t.co/2VFbuYkRbm',no
'NEXT 5 TO RT--&gt; https://t.co/AZOl0SaqKC GET 10X ENTRY!',yes
'I\'ve made it through one AWESOME year of YouTube. Thnx to all of you, my followers, subscribers, friends, viewers, etc. He is how I feel:',yes
'@lilcocho SALUTE to that FOLLOW FRM s FLA b sure to #PRESSPLAY RT RT #elchapo RT THNX ,http://t.co/eTxfFLVlW2',yes
'@MobsGraphics here u will have to use this take off the mouth if u want to put one that looks reall and thnx http://t.co/7TDdMLKyXB :)',yes
'@korallitsa thnx agaph',yes
'@AlexisFabbri oh thnx',yes
'@laurenfink14 WOW DYING THNX SO MUCH',yes
'OMG! here awesome new pics of my hero @TheScottAdkins at today\'s seminar.(Thnx to Vish_isback http://t.co/i1w9nhqlH3) http://t.co/lhvJglFjfC',yes
'“@NiallOfficial: @thewhitmore happy birthday laura! Have a great day! We\'ll gather the crew again soon for a drink !�? Bit l8 thnx bbe 😘�?��?',yes
'Thnx #wildflowertri @SUGOI_Apparel @trekbikes @on_running @aquasphereswim @smithoptics for a bday gift of sore legs! http://t.co/WpXNsrC3Gz',yes
'@cashewmalik Thnx love😘',yes
'@Jennerg2 thnx for the follow',yes
'@nbcsnl does it again #TheBeygency http://t.co/6EQJKzaH3Q (special thnx to @nina_veronique for bringing this into my life)',yes
'Someone save me and offer me plans for tonight plz and thnx',yes
'@I_Daniella_I im fine dear thnx ;) my weekend was beautiful.And u weekend dear ?',yes
'@MrRigginss thnx you.',yes
'@Plasmatico18 sorry I know it was a little long. Thnx for the RT.',yes
'@iamLillysDaddy thnx for advice. Appreciated',yes
'It may seem wrong 2 not havtime 4💒bt we go give our thanks even if it\'s not 4the fullservice Bc we giv thnx all the time not just on Sundays',yes
'@SisselaMatzner could be a comedy? Haha I\'m good thnx, working hard but enjoying the bank holiday. Hope Edinburgh good?',yes
'@iAmJulkeyz thnx for helping 2 make rollercoaster love u',yes
'@StuartAllenFCMI thnx for the follow',yes
'Thnx 4 follow @denversasquad2: http://t.co/DV2aiXfzgm &amp;/or http://t.co/YPQjs3y2Xi via http://t.co/8ncC2ufDxA',yes
'@UK_RTB thnx for the follow',yes
'@Jen_s_2013 @maggiehenry204 @KBuddyK @LuWaynea @hertscon53 @MishaLawless awwww thnx!',yes
'@filter_ella Lol ppl tel DT .. ',yes
'n yeh IF its a compli I vud like to say thnx :)',?
'@UrBoiBaker thnx bb',yes
'@nectarbusiness thnx for the follow',yes
'Let\'s have some fun... with Arthur thnx Marie for the edit xx http://t.co/g5nNKEamAb',yes
'Thnx @CristinaGibson &amp; @foxandfriends for the #CVSNuance Mother\'s Day guide! http://t.co/elWjtQGUHW',yes
'@RealDeepikaS_  Hey..thnx for retweet i knw u hve care nd luv for all...Hope God bless u all that u want nd Specially OSCAR..Keep Smiling...',yes
'@LOvaticAlwaysL @StAyCy_LoLLiPoP Nah..not more than u .....but, thnx !!',yes
'@UpdegraffCollin thnx for the follow:)',yes
'let\'s start with a bit of gentleness.... Father and son thnx Marie for the edit xx http://t.co/wqkIxNii53',yes
'@dreamerpbg1 SALUTE FRM s FLA b sure to #PRESSPLAY RT new #elchapo THNX http://t.co/eTxfFLVlW2',yes
'@sophielovesabby thnx bb😇',yes
'@annAwsumm thnx hun',yes
'Guys Please Go Follow @MobsGraphics ! He makes FREE Graphics! And Be Sure To Give Him ShoutOut Too Also Please RT And FV This Tweet! Thnx :D',yes
'to whomever was fucking on the upper fields: please stop and get a room ',no
'thnx luv delanz and madz ',yes
'@Maddie_Arnold4 http://t.co/JGY8XmhQ7P',?
'@christinadinat thnx gurlie',yes
'@LauraRay2211 thnx for the follow Laura, ur very cute xxx',yes
'It\'s the 3rd day of nice weather &amp; there are already WAY too many wasps for my liking. I will take the 65 degree weather &amp; no wasps. Thnx. 🙅',yes
'Thnx bbe :* “@POT_OF_BEANS: Still??! Sorry hun Yogy_Bear_: This headache s frm hell, since yesterday ahn ahn kilode :|�?',yes
'@_measure thnx fr the follow britney',yes
'@zaynmalik UR SUCH AN ANGEL !! OMG I LOVE YOU SOOOO MUCH THNX FOR THE BEST 4 YEARS U GAVE US IWISH U BE HAPPY FOREVER http://t.co/OAcTxDfmQG',yes
'Indeed ♥ thnx poppets!_RT @Maizuur29: Blissful weekend with my angels @H0tt_mess &amp; @Lee_M_16 ♡',yes
'@chel_roberts Ahh she is the cutest thing ever, just want to bite her! I\'m fine, thnx just getting fat :-( Hows u? X',yes
'@dOnTtRiPp_PlBdS SALUTE FRM s FLA b sure to PRESSPLAY RT RT #elchapo THNX http://t.co/eTxfFLVlW2',yes
'thnx for the list mali u babe',yes
'You look more evil with dark hair. Jeez thnx',yes
'5 hours, 50 miles on the bike, 5 boroughs. My tank is full. Thnx @bikenewyork #TDFBBT for great ride #CityBikeWeek http://t.co/Na2tMtGbER',yes
'@DJVadim had plenty o\' russian percusion pumpin in my ears as i painted dis... Thnx Vadim ;) http://t.co/B60qJAv7TU',yes
'@JoanHenry7 Thnx, it\'s Etape Caledonia starting in Pitlochry, quite hilly! will keep the brakes off most of the time!',yes
'@Simranahuja97 thnx for likin it simran.. It wuz an experiment been wantin to do it for so long ..Challo if itz appreciated I am a happy gal',yes
'@write2kill sir wht wud b the mechanism?? is it pragmatic?? how to keep track of so many ppl??  ur views abt IMDT act! thnx ;-)@waglenikhil',yes
'@zaynmalik thnx for the new reaction picture',yes
'@Tybelo hey! I miss u loads n thnx for caring so much for me wen I was sick...♥',yes
'@leecthulhu6 @smartie1uk @Tat2dMedusa1 @M6NSTER @jencat420 Awesome tracks!!.. Thnx:)',yes
'@MiiszSig @Ritmoreal hopi thnx... all out',yes
'Hope so :) your name is funny i mean the second part even i\'m against making fun of mental illness. — Thnx :) http://t.co/0bdXw9V9UI',yes
'@WhyNotMeem thnx�?�',yes
'@Desireeutility thnx bb u shouldnt have',yes
'@lydiaa5712 I choose to be. thnx tho',yes
'Hello @demidirtygirl @kik420 @PeepingWindow. Thnx for following me. Enjoy my tweeted pics of me in action x via http://t.co/RITBTQaWYA',yes
'@CarminaPoetry @RoundhouseLDN Sry I had to run back to Nottingham! Would have loved to stay and talk more! Thnx @beveryquiet 4 inviting me!',yes
'“@PrettyRikki08: @Kristie_Luve u look on instagram?? She not on twitter�? thnx lol',yes
'I\'m horny now thnx',yes
https://t.co/6OYjUbDaLX,?
'@zehna_18 thnx�?�',yes
'@LOvaticAlwaysL @StAyCy_LoLLiPoP Aww...thnx ! I love ya hon !',yes
'“@zaynmalik: Fuck !!�? New reaction picture thnx',yes
'first time zayns been on in 2 days and all he says is fuck ok thnx',yes
'@hugwithelyar thnx :) and congrats &lt;3',yes
'thnx so much guys for the paranoia xo',yes
'@ABdeVilliers17 thnx to u sir..from all the @RCBTweets fans around the world..ur best show so far...all the best fr future..proud of u',yes
'@CliffordxCuddle �?😙😙 thnx booo',yes
'@BBCR1 lol can you play any blink-182 song thnx',yes
'@emerayee oh &amp; thnx booboo 😘',yes
'Wat a crazy weekend at Centurion(Eco Park Estates) thnx to@Bonolo_dee and @Cuttie018 ☺☺',yes
'@abbieconnaughty my mom said it makes her wanna cry thnx mom',yes
'Had a meagan GOOD TIME atmosphere settin\' w/ my team 2day at St. John Downtown. Thnx a milli family… http://t.co/8fpNV1iK7l',yes
'Thnx phone 4 updating my snapchat app without my permission. This sucks',yes
'THNX FOR RUINING MY DAY ZACK',yes
'Star Wars Day is bigger then Christmas #StarWarsDay',no
'And merrrry Christmas to u! I like ur style. 👉@shannagmullins: @Elizabeth_Cook Happy Easter apron strings!!!�?',no
'because you have grass around d house, and wah beef christmas RT @t00tsi3101: Why buy the cow when you can get the milk for free? Hmm.',no
'CROCHET!  VintageArtHome http://t.co/aM6W0u4X8f #WOW #Etsy #christmas #gifts',no
'im still wearing christmas jumpers in may im sorry',no
'Shop for Precious Moments 2013 Annual Christmas Ornaments See profile our for link',no
'@Bball_Ologist Ik u just got her a purse for Christmas huh? Sooooo maybe some perfume?',no
'Features: 100\% authentique,. Description: http://t.co/S9Og3vrIaa',no
'Only 235 days until Christmas',no
'It\'s almost summer and I\'m listening to Justin\'s Christmas album',no
'CROCHET!  VintageArtHome http://t.co/o2Vm7eU7YD #WOW #Etsy #christmas #gifts',no
'Xmas blue poinsettia stamp for your greetings http://t.co/ckc6Gn1ShO  #Christmas  #postagestamps',no
'Its very hard for @CraigyFerg to keep it classy all the way to Christmas. �?',no
'@carsonhawk81 I also have a Funko Pop! of Ralphie in his pink bunny PJs from \'A Christmas Story\', lol',yes
'new michael jackson song with justin timberlake??!?!?! is it christmas or',no
'I liked a @YouTube video http://t.co/5DhtsGQBEy The Suggs Christmas Past | Zoella',no
'Justin\'s Christmas album is SOOOO good',no
'christmas is fast approaching',no
'@danielleb690 aw man the day she found it she was like a child at Christmas haha! Was it worth the wait?',no
'I\'ve spend just about £200 on music since Christmas, holy fuck! 😬',no
'Nice little skiing trip for Christmas coming together 🎿�?�',no
'#MirandaSingsIsQueen plz follow me or else you won\'t get another chia pet for Christmas',no
'@BigMACCCKy Christmas Party! I think you sprayed something on your hair 😂',no
'If I don\'t get roshe\'s for my bday I\'ll cry until Christmas',no
'@Satisfriend my family eats tacos every christmas. and other holidays too.',no
'Lauren is cleaning her room and singing Christmas carols what do I do',no
'RT @BebopArt =&gt; 3262:#WiseArt, #pollock, #decoration, #christmas, #HuffingtonPost, #ConanO\'B see at --&amp;gt; http://t.co/BmLHi9JttC…',no
'so i don\'t really get money until either my birthday or christmas. so i can\'t get merch until my birthday until june. 😭😑@taylorcaniff',no
'5 Disney Sing Along Songs VHS Christmas topsy turvy you can fly honor us all http://t.co/2UlUvq14HT http://t.co/5veD88P4w9',no
'Oh my god it\'s like my birthday and Christmas all in one http://t.co/zMPyPTpV7v',no
'@HappyBiscuitt I\'ve only seen them today, but yeah, Christmas lasts for like 3 months .__.',no
'Minnesota Timberwolves KG would fight you for YOUR Christmas presents.',no
'Ready to ship 18x18 Christmas plaque/Frame http://t.co/ankY0G7xQy',no
'Made by gluing Christmas berries from the craft store onto a wooden letter. Lovely! http://t.co/itTj2ZYzyT',no
